Serial Number,Assessed Value,Sale Amount,Sales Ratio,Residential Type
140227,143360.0,236000.0,0.607457627,Single Family
91578,180260.0,75750.0,2.379669967,Two Family
120223,111230.0,117000.0,0.950683761,Condo
800184,98760.0,107000.0,0.922990654,Condo
60015,248260.0,405000.0,0.612987654,Two Family
60145,303300.0,448095.0,0.676865397,Single Family
2001816,332870.0,715000.0,0.4655,Single Family
130300,111830.0,160000.0,0.6989375,Condo
130172,97770.0,140000.0,0.698357143,Single Family
140699,197750.0,370000.0,0.534459459,Two Family
190584,94570.0,90000.0,1.0508,Single Family
80211,109000.0,155000.0,0.703225806,Single Family
150390,124320.0,170000.0,0.731294118,Single Family
200417,309900.0,485000.0,0.6389,Single Family
1500312,72660.0,185000.0,0.392756757,Condo
10401,243600.0,309900.0,0.786060019,Single Family
160021,202600.0,233500.0,0.867665953,Single Family
190320,136290.0,189000.0,0.7211,Four Family
10143,289940.0,412500.0,0.702884848,Condo
200394,305900.0,510000.0,0.5998,Condo
60062,135380.0,298000.0,0.454295302,Single Family
150297,95500.0,125000.0,0.764,Single Family
140882,3522190.0,6900000.0,0.510462319,Single Family
191530,81260.0,165000.0,0.4925,Single Family
100069,0.0,15800.0,0.0,Single Family
60056,160650.0,253000.0,0.634980237,Condo
16033,195700.0,210000.0,0.931904762,Single Family
140027,264170.0,5000.0,52.834,Single Family
12059,322360.0,307000.0,1.050032573,Condo
160252,167600.0,195000.0,0.859487179,Single Family
101165,141670.0,42326.0,3.347115248,Single Family
19266,50085.0,175000.0,0.2862,Single Family
1500214,461690.0,650000.0,0.710292308,Single Family
140135,168150.0,205000.0,0.820243902,Single Family
200218,294630.0,577000.0,0.5106,Single Family
170090,199200.0,50000.0,3.984,Single Family
90284,772800.0,1565000.0,0.493801917,Single Family
180931,171100.0,110000.0,1.555454545,Two Family
170564,154770.0,241000.0,0.6421,Single Family
10478,222600.0,282000.0,0.789361702,Single Family
60198,67620.0,149900.0,0.451100734,Single Family
202289,60550.0,165000.0,0.3669,Single Family
190729,152350.0,245000.0,0.6218,Single Family
70145,494330.0,1155000.0,0.427991342,Single Family
13746,461310.0,310500.0,1.485700483,Single Family
130200,128660.0,150000.0,0.857733333,Single Family
200005,153470.0,236500.0,0.6489,Single Family
2000160,98720.0,20000.0,4.936,Single Family
60069,100300.0,187000.0,0.536363636,Single Family
120009,227360.0,237100.0,0.958920287,Single Family
60702,155400.0,286000.0,0.543356643,Single Family
170202,42700.0,45000.0,0.9488,Single Family
70178,151200.0,215000.0,0.703255814,Single Family
200200,21000.0,616127.0,0.034,Condo
170695,91370.0,111500.0,0.8194,Single Family
19287,47915.0,135000.0,0.3549,Three Family
10373,156590.0,190000.0,0.824157895,Condo
70121,347200.0,350000.0,0.992,Single Family
900515,170700.0,217500.0,0.784827586,Single Family
70033,750380.0,980000.0,0.765693878,Single Family
60285,206430.0,355000.0,0.581492958,Single Family
131253,78600.0,47000.0,1.672340426,Condo
2000323,92960.0,120000.0,0.7746,Single Family
90042,152900.0,170000.0,0.899411765,Single Family
170658,191450.0,227500.0,0.8415,Single Family
90527,197960.0,230000.0,0.860695652,Condo
120001,102000.0,127000.0,0.803149606,Single Family
170625,98770.0,238000.0,0.415,Single Family
170293,242830.0,399900.0,0.6072,Single Family
70221,226150.0,301000.0,0.751328904,Condo
160076,106000.0,153000.0,0.692810458,Single Family
180160,353400.0,522500.0,0.6763,Single Family
130654,1640520.0,2800000.0,0.5859,Single Family
100152,228900.0,340000.0,0.673235294,Single Family
170457,112170.0,196500.0,0.5708,Single Family
140088,142300.0,228000.0,0.624122807,Condo
150860,182070.0,269900.0,0.674583179,Single Family
110052,179600.0,136000.0,1.320588235,Condo
60022,106070.0,642061.0,0.165202372,Single Family
1901068,625860.0,525000.0,1.1921,Single Family
111176,183490.0,209500.0,0.875847255,Single Family
90009,108400.0,187000.0,0.579679144,Single Family
190536,153900.0,165000.0,0.9327,Single Family
19205,182630.0,345000.0,0.5294,Single Family
200289,365120.0,239588.0,1.5239,Single Family
200686,40110.0,75000.0,0.5348,Condo
120167,71820.0,72000.0,0.9975,Two Family
160012,211170.0,312000.0,0.676826923,Single Family
110092,195660.0,250000.0,0.78264,Condo
160028,190400.0,304000.0,0.626315789,Single Family
182010,83840.0,137000.0,0.611970803,Single Family
90125,133750.0,155000.0,0.862903226,Single Family
800055,106400.0,147000.0,0.723809524,Single Family
70120,4392000.0,1970000.0,2.229441624,Single Family
1800749,598790.0,10000.0,59.879,Condo
90268,37520.0,35000.0,1.072,Two Family
200093,128500.0,239000.0,0.5376,Single Family
190432,232010.0,345000.0,0.6724,Single Family
1800888,225510.0,416900.0,0.5409,Condo
130128,117810.0,50000.0,2.3562,Single Family
130351,122640.0,184000.0,0.666521739,Single Family
130053,115500.0,82625.0,1.397881997,Single Family
170284,104350.0,130000.0,0.8026,Single Family
2000017,140190.0,239900.0,0.5843,Single Family
160418,866810.0,1140000.0,0.760359649,Single Family
16184,291200.0,330000.0,0.882424242,Single Family
60196,184590.0,292000.0,0.632157534,Single Family
130480,194040.0,207500.0,0.93513253,Single Family
1700058,244390.0,330000.0,0.740575758,Single Family
190006,97170.0,140000.0,0.6941,Condo
191042,12600.0,16000.0,0.7875,Single Family
180933,330800.0,440000.0,0.7518,Single Family
180032,277130.0,399900.0,0.6929,Single Family
170923,154920.0,225000.0,0.6885,Single Family
130085,207970.0,383000.0,0.543002611,Single Family
180515,215670.0,420000.0,0.5135,Single Family
80014,191100.0,218600.0,0.874199451,Single Family
190260,176190.0,300000.0,0.5873,Single Family
90201,219700.0,359000.0,0.611977716,Single Family
150050,179000.0,180000.0,0.994444444,Single Family
70613,234600.0,420000.0,0.558571429,Single Family
130041,196210.0,155000.0,1.265870968,Condo
90185,107200.0,201750.0,0.531350682,Condo
20188,559580.0,512500.0,1.091863415,Single Family
200559,65240.0,155000.0,0.420903226,Single Family
150197,71550.0,87500.0,0.817714286,Condo
180662,207340.0,400000.0,0.5183,Single Family
200687,40110.0,76000.0,0.5277,Condo
17004,127600.0,219622.0,0.580998261,Single Family
141744,417050.0,670000.0,0.622462687,Single Family
130371,99240.0,160000.0,0.62025,Single Family
90164,679000.0,377500.0,1.798675497,Single Family
90233,77200.0,87000.0,0.887356322,Condo
13515,185500.0,340000.0,0.545588235,Single Family
15202,132900.0,174950.0,0.759645613,Single Family
60015,143150.0,286000.0,0.500524476,Condo
170089,172340.0,235000.0,0.7333,Condo
90130,238580.0,276000.0,0.86442029,Single Family
140678,268520.0,470000.0,0.571319149,Single Family
150175,132250.0,90000.0,1.469444444,Single Family
200509,58700.0,119900.0,0.4895,Condo
160333,666600.0,1099000.0,0.60655141,Single Family
190266,36820.0,145000.0,0.2539,Two Family
90764,313670.0,246667.0,1.271633417,Single Family
12465,200610.0,292000.0,0.687020548,Single Family
2016726,389000.0,690000.0,0.5637,Single Family
60078,98630.0,157000.0,0.628216561,Condo
150144,660300.0,700000.0,0.943285714,Single Family
110002,203750.0,225000.0,0.905555556,Condo
110326,166530.0,180000.0,0.925166667,Single Family
90444,869610.0,1011000.0,0.860148368,Single Family
190126,147850.0,242000.0,0.611,Single Family
201650,76670.0,170000.0,0.451,Condo
200131,886130.0,1212000.0,0.7311,Single Family
110889,84000.0,87760.0,0.95715588,Single Family
16260,165870.0,283000.0,0.586113074,Single Family
200036,239000.0,360000.0,0.6638,Single Family
190385,148100.0,135080.0,1.0964,Single Family
16000171,127820.0,228000.0,0.560614035,Single Family
140367,100660.0,155000.0,0.649419355,Single Family
160026,45600.0,13881.0,3.285065917,Condo
19028,47080.0,67000.0,0.7027,Condo
90099,137140.0,175000.0,0.783657143,Single Family
180730,173400.0,275000.0,0.6305,Single Family
60192,139020.0,275000.0,0.505527273,Single Family
60328,196420.0,285000.0,0.689192982,Single Family
160268,225050.0,345320.0,0.651714352,Single Family
150018,1080200.0,1590000.0,0.679371069,Single Family
200539,150530.0,175000.0,0.8601,Single Family
19070,192870.0,390000.0,0.4945,Single Family
140405,3405570.0,3775000.0,0.902137748,Single Family
150745,323260.0,496000.0,0.651733871,Single Family
120029,2797340.0,4000000.0,0.699335,Single Family
170605,171390.0,175000.0,0.9793,Two Family
181344,137330.0,214500.0,0.6402,Two Family
140733,83420.0,132700.0,0.628636021,Single Family
170140,223020.0,390000.0,0.5718,Single Family
70056,1404970.0,1999999.0,0.702485351,Single Family
80027,167160.0,287500.0,0.581426087,Three Family
110041,213920.0,260000.0,0.822769231,Single Family
17740,37275.0,61500.0,0.606097561,Single Family
140112,177300.0,275656.0,0.643192965,Single Family
120167,1249050.0,2150000.0,0.580953488,Single Family
19083,141120.0,287000.0,0.4917,Single Family
171037,92680.0,165000.0,0.5616,Single Family
19160442,344000.0,550000.0,0.6255,Single Family
900048,250900.0,380000.0,0.660263158,Single Family
170562,240800.0,379000.0,0.635356201,Single Family
11028,147420.0,215000.0,0.685674419,Condo
60801,88800.0,192500.0,0.461298701,Single Family
1700356,169260.0,245000.0,0.6908,Single Family
130832,35000.0,327000.0,0.107033639,Condo
170063,125020.0,201900.0,0.619217434,Single Family
14050,126100.0,170000.0,0.741764706,Single Family
150589,196510.0,340500.0,0.57712188,Single Family
170797,322840.0,560000.0,0.5765,Two Family
90284,362850.0,500000.0,0.7257,Single Family
10249,192300.0,252000.0,0.763095238,Single Family
150018,391280.0,227500.0,1.719912088,Two Family
70040,134400.0,155000.0,0.867096774,Single Family
18788,34300.0,55000.0,0.6236,Single Family
140758,761670.0,3010000.0,0.253046512,Single Family
160742,844410.0,1100000.0,0.767645455,Single Family
1941,82000.0,42000.0,1.9524,Single Family
150446,112400.0,232000.0,0.484482759,Two Family
90510,112490.0,152000.0,0.740065789,Single Family
150199,84800.0,117900.0,0.719253605,Single Family
140408,87780.0,142000.0,0.618169014,Single Family
170424,146370.0,240000.0,0.609875,Single Family
90423,160370.0,194900.0,0.822832222,Single Family
170136,261940.0,540000.0,0.485074074,Single Family
170082,40800.0,47000.0,0.868085106,Condo
120405,621880.0,1100000.0,0.565345455,Single Family
200778,171150.0,200000.0,0.85575,Single Family
110480,67340.0,87500.0,0.7696,Condo
150454,39650.0,21500.0,1.844186047,Condo
190828,205100.0,392500.0,0.5225,Two Family
150307,170220.0,266000.0,0.639924812,Single Family
150103,174600.0,320000.0,0.545625,Single Family
120039,697000.0,770000.0,0.905194805,Single Family
10061,23520.0,390000.0,0.060307692,Condo
70283,532900.0,840000.0,0.634404762,Condo
14076,141750.0,175000.0,0.81,Single Family
170423,182980.0,320000.0,0.5718,Single Family
9062,78550.0,111000.0,0.707657658,Condo
60605,195650.0,135000.0,1.449259259,Single Family
90648,2545760.0,2615000.0,0.973521989,Single Family
11315,348200.0,426250.0,0.816891496,Single Family
1900481,112820.0,215000.0,0.5247,Single Family
160460,154100.0,238900.0,0.645039766,Single Family
60392,144480.0,217000.0,0.665806452,Single Family
60242,146000.0,259900.0,0.561754521,Single Family
70405,195090.0,286340.0,0.681322903,Single Family
150952,109760.0,62500.0,1.75616,Three Family
70334,49560.0,55000.0,0.901090909,Condo
1801322,95950.0,60000.0,1.5991,Condo
60633,220300.0,300000.0,0.734333333,Single Family
110203,251600.0,253000.0,0.994466403,Condo
170243,165290.0,242500.0,0.6816,Condo
60485,183750.0,315000.0,0.583333333,Single Family
80056,266140.0,400000.0,0.66535,Single Family
190281,168825.0,240000.0,0.7034,Single Family
60185,104320.0,209000.0,0.499138756,Single Family
141453,112430.0,133000.0,0.845338346,Single Family
120225,402320.0,640000.0,0.628625,Single Family
160198,43100.0,338400.0,0.127364066,Condo
140032,93500.0,81000.0,1.154320988,Single Family
60495,304800.0,529900.0,0.575202868,Single Family
190750,350570.0,494856.0,0.70842831,Single Family
80621,128900.0,179900.0,0.716509172,Single Family
15015,200200.0,195000.0,1.026666667,Single Family
191284,307260.0,579900.0,0.5298,Single Family
15000120,266490.0,379000.0,0.703139842,Single Family
170453,157460.0,255000.0,0.6174,Single Family
161908,215320.0,312000.0,0.690128205,Single Family
180027,223200.0,275000.0,0.8116,Single Family
90118,172550.0,275000.0,0.627454545,Single Family
120163,249620.0,255000.0,0.978901961,Single Family
12188,202930.0,144950.0,1.4,Two Family
160460,65460.0,53700.0,1.218994413,Two Family
17520,90830.0,114900.0,0.7905,Single Family
190036,178480.0,254000.0,0.7027,Single Family
2000590,183680.0,325000.0,0.5651,Single Family
19146,10680.0,15000.0,0.712,Single Family
13050,479570.0,633000.0,0.757614534,Single Family
182277,60830.0,58505.0,1.039740193,Single Family
60594,67970.0,60000.0,1.132833333,Single Family
190667,144000.0,248000.0,0.5806,Condo
160466,110110.0,90000.0,1.223444444,Single Family
190050,118360.0,200000.0,0.5918,Single Family
140518,138800.0,180000.0,0.771111111,Single Family
140013,101580.0,148000.0,0.686351351,Single Family
150501,146500.0,232000.0,0.631465517,Single Family
170138,70910.0,399500.0,0.1774,Single Family
16047,88410.0,89250.0,0.990588235,Condo
160838,14630.0,16000.0,0.914375,Single Family
190403,121940.0,135000.0,0.9033,Single Family
60210,205000.0,395000.0,0.518987342,Single Family
140183,138780.0,165000.0,0.841090909,Condo
100052,551400.0,590000.0,0.934576271,Single Family
180208,47950.0,85000.0,0.5641,Condo
1700069,131230.0,225000.0,0.5832,Single Family
190211,219590.0,369900.0,0.5936,Single Family
190983,164920.0,260000.0,0.6343,Single Family
900039,106750.0,35000.0,3.05,Two Family
150212,425960.0,495000.0,0.860525253,Single Family
90068,221500.0,395000.0,0.560759494,Single Family
60213,169470.0,272500.0,0.621908257,Single Family
201029,48700.0,102800.0,0.4737,Condo
90056,144060.0,149900.0,0.961040694,Single Family
13058,115010.0,135000.0,0.851925926,Two Family
140121,1126790.0,1860000.0,0.605801075,Single Family
80531,198380.0,265000.0,0.748603774,Single Family
20813,892090.0,940000.0,0.949,Single Family
20200800,133560.0,130000.0,1.0273,Single Family
70058,120200.0,197900.0,0.607377463,Single Family
150054,122360.0,144000.0,0.849722222,Single Family
190375,368620.0,655000.0,0.5628,Condo
150389,338900.0,385000.0,0.88025974,Single Family
12325,558110.0,845000.0,0.660485207,Single Family
1600127,291310.0,395000.0,0.737493671,Single Family
180879,556210.0,1100000.0,0.5056,Single Family
201002,277000.0,600000.0,0.4616,Three Family
19236,115380.0,220000.0,0.5245,Single Family
140473,21100.0,40000.0,0.5275,Single Family
110402,209900.0,275000.0,0.763272727,Condo
180600,49140.0,63500.0,0.7738,Condo
800345,149670.0,205000.0,0.730097561,Single Family
180499,273560.0,475000.0,0.5759,Single Family
140955,900900.0,1825000.0,0.493643836,Single Family
160909,170100.0,285000.0,0.596842105,Single Family
18560,97660.0,165000.0,0.5918,Single Family
150298,97020.0,159000.0,0.610188679,Single Family
190054,492840.0,645000.0,0.7641,Single Family
90134,198450.0,275000.0,0.721636364,Single Family
10414,245600.0,354900.0,0.692025923,Single Family
150272,203330.0,340000.0,0.598029412,Single Family
90085,226800.0,282000.0,0.804255319,Single Family
90184,112280.0,162000.0,0.69308642,Single Family
201117,107590.0,217500.0,0.4946,Single Family
140308,112350.0,160000.0,0.7021875,Single Family
91306,86590.0,112500.0,0.769688889,Single Family
70364,3597790.0,7227500.0,0.497791768,Single Family
100008,206270.0,490000.0,0.420959184,Single Family
110008,276100.0,325000.0,0.849538462,Single Family
150388,98210.0,100000.0,0.9821,Two Family
60194,218330.0,415000.0,0.526096386,Single Family
201556,98270.0,290000.0,0.3388,Single Family
20079,249860.0,463000.0,0.5396,Single Family
90339,210200.0,232500.0,0.904086022,Condo
17040,58870.0,181000.0,0.3252,Two Family
16047,176260.0,268888.0,0.655514564,Condo
100139,97020.0,97000.0,1.000206186,Single Family
120214,124880.0,205000.0,0.609170732,Single Family
180523,1772330.0,2290000.0,0.7739,Single Family
170624,107310.0,113668.0,0.944,Three Family
60155,138100.0,234000.0,0.59017094,Single Family
60006,35300.0,259900.0,0.13582147,Single Family
100130,146370.0,67000.0,2.184626866,Condo
200594,42600.0,77500.0,0.5496,Condo
140204,201110.0,337500.0,0.595881481,Condo
150019,230200.0,367450.0,0.626479793,Single Family
1500135,551490.0,710000.0,0.776746479,Single Family
12534,136000.0,174000.0,0.781609195,Condo
160139,184450.0,239000.0,0.771757322,Single Family
170522,241220.0,30000.0,8.0406,Single Family
140198,73800.0,50000.0,1.476,Condo
16065,346990.0,365000.0,0.950657534,Single Family
70185,142550.0,495131.0,0.287903605,Condo
120067,1649000.0,2100000.0,0.785238095,Single Family
150181,1032060.0,1475000.0,0.699701695,Single Family
160086,181220.0,344000.0,0.526802326,Single Family
900448,171080.0,195000.0,0.877333333,Single Family
110023,243670.0,225000.0,1.082977778,Single Family
200477,198100.0,350000.0,0.566,Single Family
90103,695300.0,775000.0,0.89716129,Single Family
19133,170000.0,160000.0,1.0625,Single Family
16067,113330.0,94000.0,1.205638298,Single Family
201108,2276120.0,1728260.0,1.317000914,Single Family
170716,157200.0,256000.0,0.614,Single Family
150096,112980.0,140000.0,0.807,Condo
60547,80600.0,125000.0,0.6448,Condo
90737,211120.0,316250.0,0.667573123,Condo
190634,109660.0,155000.0,0.7075,Condo
60560,169680.0,327000.0,0.518899083,Single Family
160008,202900.0,250000.0,0.8116,Single Family
190090,156660.0,297000.0,0.5275,Single Family
190885,221620.0,185000.0,1.1979,Single Family
120468,26000.0,17500.0,1.485714286,Single Family
900096,708100.0,1285000.0,0.551050584,Single Family
170612,196840.0,395000.0,0.4983,Single Family
200519,118690.0,289000.0,0.410692042,Single Family
180492,157430.0,190000.0,0.8285,Single Family
160143,107310.0,195000.0,0.550307692,Single Family
